iter	Passed	Remaining
506	1881	1829
507	1885	1826
508	1891	1824
509	1895	1821
510	1897	1815
511	1898	1809
512	1902	1805
513	1905	1801
514	1910	1799
515	1915	1796
516	1918	1792
517	1920	1787
518	1925	1784
519	1930	1782
520	1932	1776
521	1936	1773
522	1940	1769
523	1944	1766
524	1945	1760
525	1950	1757
526	1953	1753
527	1958	1750
528	1961	1746
529	1965	1742
530	1969	1739
531	1973	1736
532	1977	1732
533	1981	1729
534	1985	1726
535	1989	1722
536	1993	1718
537	1997	1715
538	2001	1712
539	2006	1708
540	2009	1705
541	2010	1699
542	2015	1696
543	2019	1692
544	2022	1688
545	2026	1684
546	2029	1680
547	2033	1677
548	2037	1673
549	2040	1669
550	2041	1663
551	2045	1660
552	2049	1656
553	2051	1651
554	2052	1646
555	2056	1642
556	2057	1636
557	2062	1633
558	2063	1628
559	2067	1624
560	2073	1622
561	2077	1619
562	2081	1615
563	2086	1612
564	2090	1609
565	2095	1606
566	2099	1603
567	2103	1599
568	2108	1596
569	2111	1593
570	2115	1589
571	2116	1583
572	2121	1580
573	2125	1577
574	2130	1574
575	2135	1572
576	2139	1568
577	2143	1565
578	2148	1562
579	2152	1558
580	2156	1555
581	2160	1551
582	2164	1548
583	2168	1544
584	2173	1541
585	2177	1538
586	2181	1534
587	2185	1531
588	2189	1527
589	2193	1524
590	2198	1521
591	2202	1517
592	2205	1513
593	2209	1510
594	2213	1506
595	2214	1501
596	2218	1497
597	2222	1494
598	2226	1490
599	2230	1486
600	2231	1481
601	2233	1476
602	2237	1473
603	2241	1469
604	2243	1464
605	2245	1459
606	2249	1456
607	2253	1452
608	2257	1449
609	2261	1445
610	2263	1441
611	2268	1438
612	2272	1434
613	2275	1430
614	2279	1427
615	2283	1423
616	2287	1419
617	2290	1415
618	2295	1412
619	2299	1409
620	2304	1406
621	2305	1401
622	2309	1397
623	2310	1392
624	2313	1388
625	2318	1385
626	2322	1381
627	2327	1378
628	2330	1374
629	2334	1371
630	2338	1367
631	2342	1363
632	2346	1360
633	2350	1356
634	2353	1353
635	2357	1349
636	2361	1345
637	2365	1341
638	2369	1338
639	2372	1334
640	2377	1331
641	2381	1327
642	2382	1323
643	2387	1319
644	2391	1316
645	2395	1312
646	2398	1308
647	2403	1305
648	2408	1302
649	2412	1298
650	2416	1295
651	2420	1291
652	2424	1288
653	2428	1284
654	2434	1282
655	2437	1278
656	2442	1274
657	2446	1271
658	2450	1268
659	2454	1264
660	2458	1260
661	2462	1257
662	2467	1254
663	2473	1251
664	2477	1247
665	2480	1243
666	2483	1239
667	2488	1236
668	2492	1233
669	2496	1229
670	2500	1225
671	2504	1222
672	2505	1217
673	2509	1213
674	2513	1210
675	2517	1206
676	2521	1203
677	2524	1198
678	2529	1195
679	2533	1192
680	2537	1188
681	2541	1184
682	2546	1181
683	2550	1178
684	2553	1174
685	2558	1170
686	2561	1167
687	2565	1163
688	2569	1159
689	2573	1156
690	2577	1152
691	2578	1147
692	2582	1144
693	2587	1140
694	2591	1137
695	2595	1133
696	2597	1129
697	2600	1125
698	2605	1121
699	2607	1117
700	2611	1114
701	2615	1110
702	2616	1105
703	2620	1101
704	2624	1098
705	2628	1094
706	2632	1090
707	2635	1087
708	2639	1083
709	2642	1079
710	2646	1075
711	2650	1072
712	2654	1068
713	2656	1064
714	2660	1060
715	2663	1056
716	2667	1052
717	2671	1049
718	2675	1045
719	2679	1041
720	2681	1037
721	2682	1033
722	2686	1029
723	2688	1024
724	2690	1020
725	2694	1016
726	2698	1013
727	2701	1009
728	2706	1006
729	2707	1001
730	2711	997
731	2715	994
732	2718	990
733	2722	986
734	2727	983
735	2730	979
736	2734	975
737	2739	972
738	2743	968
739	2747	965
740	2751	961
741	2755	958
742	2756	953
743	2760	949
744	2764	946
745	2768	942
746	2769	938
747	2774	934
748	2778	931
749	2782	927
750	2784	923
751	2788	919
752	2793	916
753	2797	912
754	2801	909
755	2805	905
756	2809	901
757	2813	898
758	2817	894
759	2822	891
760	2824	887
761	2828	883
762	2833	880
763	2844	878
764	2857	877
765	2869	876
766	2879	874
767	2887	872
768	2894	869
769	2899	866
770	2904	862
771	2909	859
772	2913	855
773	2918	852
774	2923	848
775	2928	845
776	2940	843
777	2946	840
778	2951	837
779	2955	833
780	2960	830
781	2964	826
782	2968	822
783	2972	819
784	2977	815
785	2981	811
786	2986	808
787	2990	804
788	2994	800
789	2998	797
790	3003	793
791	3007	789
792	3011	786
793	3016	782
794	3020	778
795	3024	775
796	3028	771
797	3031	767
798	3036	763
799	3040	760
800	3044	756
801	3049	752
802	3052	748
803	3056	745
804	3060	741
805	3064	737
806	3068	733
807	3071	729
808	3075	726
809	3079	722
810	3083	718
811	3086	714
812	3088	710
813	3091	706
814	3096	702
815	3101	699
816	3104	695
817	3108	691
818	3111	687
819	3115	683
820	3119	680
821	3122	676
822	3127	672
823	3130	668
824	3133	664
825	3137	660
826	3142	657
827	3146	653
828	3149	649
829	3153	645
830	3156	641
831	3159	638
832	3162	633
833	3165	630
834	3169	626
835	3174	622
836	3178	619
837	3182	615
838	3186	611
839	3190	607
840	3194	603
841	3198	600
842	3202	596
843	3206	592
844	3210	588
845	3214	585
846	3217	581
847	3222	577
848	3225	573
849	3229	569
850	3233	566
851	3238	562
852	3241	558
853	3246	555
854	3250	551
855	3252	547
856	3256	543
857	3260	539
858	3265	535
859	3268	532
860	3273	528
861	3277	524
862	3282	521
863	3286	517
864	3291	513
865	3294	509
866	3300	506
867	3304	502
868	3308	498
869	3312	495
870	3315	491
871	3319	487
872	3323	483
873	3327	479
874	3331	475
875	3335	472
876	3340	468
877	3341	464
878	3344	460
879	3348	456
880	3352	452
881	3356	449
882	3358	445
883	3362	441
884	3367	437
885	3370	433
886	3374	429
887	3378	426
888	3382	422
889	3385	418
890	3388	414
891	3392	410
892	3396	407
893	3400	403
894	3404	399
895	3408	395
896	3412	391
897	3416	388
898	3421	384
899	3425	380
900	3429	376
901	3432	372
902	3436	369
903	3440	365
904	3444	361
905	3448	357
906	3451	353
907	3456	350
908	3460	346
909	3464	342
910	3468	338
911	3472	335
912	3476	331
913	3481	327
914	3485	323
915	3489	319
916	3492	316
917	3496	312
918	3499	308
919	3503	304
920	3507	300
921	3511	297
922	3515	293
923	3520	289
924	3524	285
925	3528	281
926	3531	278
927	3536	274
928	3540	270
929	3543	266
930	3547	262
931	3551	259
932	3555	255
933	3558	251
934	3562	247
935	3566	243
936	3570	240
937	3574	236
938	3578	232
939	3581	228
940	3585	224
941	3589	221
942	3592	217
943	3596	213
944	3597	209
945	3601	205
946	3605	201
947	3610	198
948	3614	194
949	3618	190
950	3622	186
951	3626	182
952	3630	179
953	3634	175
954	3638	171
955	3643	167
956	3647	163
957	3651	160
958	3656	156
959	3659	152
960	3663	148
961	3668	144
962	3674	141
963	3678	137
964	3684	133
965	3689	129
966	3694	126
967	3698	122
968	3703	118
969	3707	114
970	3712	110
971	3716	107
972	3721	103
973	3725	99
974	3730	95
975	3735	91
976	3740	88
977	3745	84
978	3749	80
979	3753	76
980	3758	72
981	3762	68
982	3767	65
983	3771	61
984	3775	57
985	3779	53
986	3783	49
987	3788	46
988	3793	42
989	3798	38
990	3802	34
991	3805	30
992	3809	26
993	3812	23
994	3816	19
995	3819	15
996	3824	11
997	3828	7
998	3832	3
999	3837	0
