网点ID,网点名称,经度,维度,城市,是否收费,网点类型,停车费,车位数,是否启用,管理人员ID,租金
371,100.2086037,26.92357632,0,2,0,0,1,0,0,NULL,NULL
372,100.2473115,26.87694859,0,3,0,0,1,0,0,NULL,NULL
373,100.2456245,26.87519378,0,2,0,0,1,0,0,NULL,NULL
374,100.2071364,26.92747144,0,3,0,0,1,0,0,NULL,NULL
375,100.2303481,26.86996466,0,3,0,0,1,0,0,NULL,NULL
376,100.1536131,25.69738426,0,2,0,0,1,0,0,NULL,NULL
378,100.2476912,25.59482509,1,2,0,0,1,0,0,NULL,NULL
379,100.2252835,25.71379027,0,0,0,0,1,0,0,NULL,NULL
380,100.2171632,25.61052584,0,0,0,0,0,0,0,NULL,NULL
384,102.71161,25.04315672,0,0,0,0,1,0,0,NULL,NULL
385,102.7597195,24.97531217,0,0,0,0,1,0,0,NULL,NULL
386,102.8505749,24.8541249,0,0,0,0,1,0,0,NULL,NULL
387,102.6838873,25.00356309,0,0,0,0,1,0,0,NULL,NULL
388,104.0658918,30.54969052,0,0,0,0,0,0,0,NULL,NULL
389,104.0611409,30.58985815,0,0,0,0,0,0,0,NULL,NULL
390,114.4188628,30.48092329,0,0,0,2,0,0,0,NULL,NULL
391,114.4184376,30.46381542,2,2,0,5,0,1013,600,NULL,NULL
392,114.4401837,30.50170506,0,2,0,2,0,0,0,NULL,NULL
394,114.412535,30.47810372,0,2,0,2,0,1013,0,NULL,NULL
395,114.4123386,30.48055791,0,2,150,8,0,0,0,NULL,NULL
396,114.4214618,30.46133118,0,2,150,2,0,0,0,NULL,NULL
397,114.4145135,30.46809586,2,2,0,3,1,229,900,NULL,NULL
398,114.4008814,30.48195753,3,2,2,6,1,229,0,NULL,NULL
399,114.3989076,30.47627181,0,2,0,2,0,0,0,NULL,NULL
400,114.4041923,30.47728465,0,2,0,2,0,0,0,NULL,NULL
401,104.0619855,30.58229366,0,2,0,0,0,0,0,NULL,NULL
402,114.3744454,30.46644983,0,2,0,2,0,0,0,NULL,NULL
403,114.3829682,30.468123,0,2,300,2,0,0,0,NULL,NULL
404,114.388978,30.46778431,0,2,0,2,0,0,0,NULL,NULL
405,114.3958815,30.48235708,0,2,0,3,1,229,0,NULL,NULL
406,114.4039248,30.48089857,2,2,0,6,1,229,9000,NULL,NULL
407,114.4031546,30.47527087,0,2,0,2,0,0,0,NULL,NULL
408,114.4108899,30.47914134,3,2,2,6,1,229,0,NULL,NULL
409,114.3932496,30.45916347,1,2,3,0,0,0,0,NULL,NULL
410,114.4001072,30.45453159,0,2,0,2,0,0,0,NULL,NULL
411,102.7104222,25.04487507,0,2,0,0,1,0,0,NULL,NULL
413,102.7187121,25.02174179,0,2,0,0,1,0,0,NULL,NULL
414,102.7220837,25.02188032,0,2,0,0,1,0,0,NULL,NULL
415,102.7208993,25.06398669,0,2,0,0,1,0,0,NULL,NULL
416,102.7336459,25.07264969,0,2,0,0,1,0,0,NULL,NULL
417,102.7343219,25.04541427,0,2,0,0,1,0,0,NULL,NULL
418,100.2246106,25.60064888,0,2,0,0,1,0,0,NULL,NULL
421,102.7198451,25.02686498,0,2,0,0,1,0,0,NULL,NULL
422,102.7188915,25.03037857,0,2,0,0,1,0,0,NULL,NULL
423,102.7010044,25.04336089,0,2,0,0,1,0,0,NULL,NULL
424,102.715963,25.04519713,0,2,0,0,1,0,0,NULL,NULL
425,102.7235759,25.04085168,0,2,0,0,1,0,0,NULL,NULL
426,116.35921,39.98470937,0,2,0,0,1,0,0,NULL,NULL
427,102.7305072,25.08390451,0,2,0,0,1,0,0,NULL,NULL
429,102.7335277,25.08191982,0,2,0,0,1,0,0,NULL,NULL
430,102.7637184,24.98128636,0,2,0,0,1,0,0,NULL,NULL
431,102.7203482,25.06182949,0,2,0,0,1,0,0,NULL,NULL
432,102.7310097,25.04571223,0,2,0,0,1,0,0,NULL,NULL
433,100.1801798,25.71454712,0,2,0,0,0,0,0,NULL,NULL
434,100.2258063,26.91123705,0,2,0,0,1,0,0,NULL,NULL
435,100.2057835,26.91760369,0,2,0,0,1,0,0,NULL,NULL
436,100.2083314,26.92040065,0,2,0,0,1,0,0,NULL,NULL
437,100.2046845,26.92780287,0,2,0,0,1,0,0,NULL,NULL
438,100.2023558,26.91853844,0,2,0,0,1,0,0,NULL,NULL
439,100.2009374,26.91895118,0,2,0,0,1,0,0,NULL,NULL
440,100.2021254,26.92123651,0,2,0,0,1,0,0,NULL,NULL
441,100.1999736,26.922088,0,2,0,0,1,0,0,NULL,NULL
442,100.1991612,26.92097597,0,2,0,0,1,0,0,NULL,NULL
444,100.2322801,26.88235658,0,2,0,0,1,0,0,NULL,NULL
445,100.2403345,26.86941772,0,2,0,0,1,0,0,NULL,NULL
449,100.2522975,26.86388076,0,2,0,0,1,0,0,NULL,NULL
451,100.2523363,26.87208527,0,2,0,0,1,0,0,NULL,NULL
452,100.2341446,26.87028692,0,2,0,0,1,0,0,NULL,NULL
453,100.2306073,26.87055573,0,2,0,0,1,0,0,NULL,NULL
454,100.2247313,26.86864355,0,2,0,0,1,0,0,NULL,NULL
455,100.217376,26.87764758,0,2,0,0,1,0,0,NULL,NULL
456,100.2220285,26.87240338,0,2,0,0,1,0,0,NULL,NULL
457,100.2211102,26.88275653,0,2,0,0,1,0,0,NULL,NULL
458,100.2223394,26.85071551,0,2,0,0,1,0,0,NULL,NULL
459,100.2043555,26.86763758,0,2,0,0,1,0,0,NULL,NULL
460,100.2091725,26.88892032,0,2,0,0,1,0,0,NULL,NULL
461,100.2331072,26.86276269,0,2,0,0,1,0,0,NULL,NULL
462,102.7257546,25.07778175,0,2,0,0,1,0,0,NULL,NULL
463,102.6955593,25.04904006,0,2,0,0,1,0,0,NULL,NULL
464,102.6830424,25.03773554,0,2,0,0,1,0,0,NULL,NULL
465,102.679953,25.00195661,0,2,0,0,0,0,0,NULL,NULL
466,102.7415437,25.0292332,0,2,0,0,1,0,0,NULL,NULL
467,102.7246841,25.01375689,0,2,0,0,1,0,0,NULL,NULL
468,102.706789,25.01948205,0,2,0,0,1,0,0,NULL,NULL
469,102.7054024,25.03579411,0,2,0,0,1,0,0,NULL,NULL
470,102.7097736,25.0382277,0,2,0,0,1,0,0,NULL,NULL
471,102.7340586,25.06544521,0,2,0,0,1,0,0,NULL,NULL
472,102.7151024,25.05123347,0,2,0,0,1,0,0,NULL,NULL
473,102.7128514,25.05339298,0,2,0,0,1,0,0,NULL,NULL
474,102.7133799,25.07140339,0,2,0,0,1,0,0,NULL,NULL
475,100.2584966,25.60821818,0,2,0,0,1,0,0,NULL,NULL
476,100.1718888,25.70252791,1,3,0,0,1,0,0,NULL,NULL
478,100.1691991,25.70548547,0,3,0,0,1,0,0,NULL,NULL
479,114.3882981,30.4538121,0,2,0,5,1,229,0,NULL,NULL
480,100.2168531,25.59798993,0,2,0,0,1,0,0,NULL,NULL
481,114.4005637,30.47602209,3,2,2,2,1,229,0,NULL,NULL
482,114.4105199,30.47500323,3,2,2,6,1,229,0,NULL,NULL
483,104.0587372,30.60221829,0,2,0,0,0,0,0,NULL,NULL
485,114.4184827,30.49899879,3,2,2,4,1,229,0,NULL,NULL
486,114.4203855,30.45561746,2,2,0,4,1,229,1200,NULL,NULL
487,114.4477642,30.45742639,0,2,0,2,0,0,0,NULL,NULL
488,104.0731995,30.63589164,0,2,0,0,0,0,0,NULL,NULL
495,104.069089,30.62692185,0,2,0,0,0,0,0,NULL,NULL
496,104.0700085,30.62756851,0,2,0,0,0,0,0,NULL,NULL
497,104.0642506,30.62000193,0,2,0,0,0,0,0,NULL,NULL
498,104.0616812,30.60265549,0,2,0,0,0,0,0,NULL,NULL
499,104.0597054,30.59679679,0,2,0,0,0,0,0,NULL,NULL
500,104.0518791,30.59248514,0,2,0,0,0,0,0,NULL,NULL
501,104.051146,30.58802221,0,2,0,0,0,0,0,NULL,NULL
502,104.064144,30.57185028,0,2,0,0,0,0,0,NULL,NULL
503,104.0632815,30.59529992,0,2,0,0,0,0,0,NULL,NULL
504,104.0627413,30.59861245,0,2,0,0,0,0,0,NULL,NULL
505,104.0671321,30.60592162,0,2,0,0,0,0,0,NULL,NULL
506,104.0671964,30.59744578,0,2,0,0,0,0,0,NULL,NULL
507,100.2133012,25.60975796,0,2,0,0,1,0,0,NULL,NULL
508,100.2236841,25.58496631,0,2,0,0,1,0,0,NULL,NULL
509,100.2185028,25.6122811,0,2,0,0,1,0,0,NULL,NULL
511,104.0604888,30.55439676,0,2,0,0,0,0,0,NULL,NULL
512,114.4403232,30.45375832,0,2,0,5,0,362,0,NULL,NULL
513,114.412333,30.49811194,1,2,2,2,0,602,0,NULL,NULL
514,114.3918823,30.47020587,0,2,0,2,0,0,0,NULL,NULL
515,114.427777,30.47962216,0,2,0,2,0,965,0,NULL,NULL
516,114.4403905,30.48700968,0,2,0,2,0,0,0,NULL,NULL
517,114.4445865,30.51231748,0,2,0,5,1,229,0,NULL,NULL
518,100.2284812,26.88732504,0,2,0,0,1,0,0,NULL,NULL
519,100.2284812,26.88732504,0,2,0,0,1,0,0,NULL,NULL
520,100.2282486,25.61224902,0,2,0,0,1,0,0,NULL,NULL
521,114.4181465,30.43720064,1,2,4,0,0,0,0,NULL,NULL
522,114.4139509,30.44352955,0,2,0,10,1,229,0,NULL,NULL
523,100.2195452,26.89318589,0,2,0,0,1,0,0,NULL,NULL
524,100.2381218,26.86476778,0,2,0,0,1,0,0,NULL,NULL
525,100.2105768,26.88101672,0,2,0,0,1,0,0,NULL,NULL
527,100.2341284,26.87970715,0,3,0,0,1,0,0,NULL,NULL
528,100.2260655,25.62072117,0,2,0,0,1,0,0,NULL,NULL
530,102.8504597,24.85794729,0,2,0,0,1,0,0,NULL,NULL
531,102.8508863,24.85534129,0,2,0,0,1,0,0,NULL,NULL
532,102.8584947,24.86012481,0,2,0,0,1,0,0,NULL,NULL
533,102.8579654,24.84996414,0,2,0,0,1,0,0,NULL,NULL
534,102.8446195,24.84472469,0,2,0,0,1,0,0,NULL,NULL
535,102.8421162,24.8440803,0,2,0,0,1,0,0,NULL,NULL
536,102.8417348,24.83943811,0,2,0,0,1,0,0,NULL,NULL
537,102.830706,24.83643301,0,2,0,0,1,0,0,NULL,NULL
538,102.8535629,24.83829551,0,2,0,0,1,0,0,NULL,NULL
540,100.2433626,25.60008887,0,2,0,0,1,0,0,NULL,NULL
541,100.2433626,25.60008887,0,2,0,0,1,0,0,NULL,NULL
543,100.2045085,26.91603418,0,2,0,0,1,0,0,NULL,NULL
546,102.6578698,24.96971659,0,0,0,0,0,0,0,NULL,NULL
547,102.6723438,24.97589836,0,2,0,0,0,0,0,NULL,NULL
548,102.6601667,24.98847793,0,2,0,0,0,0,0,NULL,NULL
549,102.6662362,24.97082569,0,2,0,0,0,0,0,NULL,NULL
550,102.6499085,24.97229161,0,2,0,0,0,0,0,NULL,NULL
551,104.0705091,30.55402837,0,2,0,0,0,0,0,NULL,NULL
552,114.3724866,30.46630671,2,2,0,3,0,229,1500,NULL,NULL
554,114.4308156,30.48806918,1,2,3,0,0,602,0,NULL,NULL
556,104.0775825,30.55776922,0,2,0,0,0,0,0,NULL,NULL
557,114.3929375,30.4823084,1,2,2,2,1,229,0,NULL,NULL
559,100.2056089,26.92966479,0,2,0,0,1,0,0,NULL,NULL
560,114.3938212,30.47676578,0,0,0,3,1,0,0,NULL,NULL
561,114.421138,30.41810392,0,2,0,10,1,229,0,NULL,NULL
563,114.4032686,30.43066691,0,2,0,2,0,362,0,NULL,NULL
564,114.4105265,30.43366549,0,2,0,5,1,229,0,NULL,NULL
565,114.3388602,30.49002537,1,2,2,3,1,229,0,NULL,NULL
566,114.4365922,30.43811234,2,2,300,3,0,789,900,NULL,NULL
567,114.3340676,30.49062702,0,2,0,3,0,0,0,NULL,NULL
568,114.4063806,30.40496548,3,2,2,5,0,898,0,NULL,NULL
569,114.4125486,30.39108764,3,2,2,10,1,229,0,NULL,NULL
570,114.3279874,30.49121834,0,2,0,2,0,961,0,NULL,NULL
572,114.433418,30.39992219,0,2,0,8,1,229,0,NULL,NULL
573,114.3682639,30.4155031,2,2,0,5,1,229,400,NULL,NULL
574,114.368455,30.41366527,0,2,0,2,0,0,0,NULL,NULL
575,114.3198213,30.50795307,2,2,0,3,1,229,1800,NULL,NULL
576,114.3664876,30.41250877,0,2,0,3,0,389,0,NULL,NULL
577,114.3800722,30.44198736,0,2,0,2,0,0,0,NULL,NULL
578,114.326014,30.49858298,0,2,0,6,1,229,0,NULL,NULL
580,114.4435707,30.47862316,2,2,0,4,1,229,4800,NULL,NULL
581,114.3522469,30.51564895,2,2,0,4,1,229,2000,NULL,NULL
582,114.3781224,30.48163867,1,2,2,3,1,229,0,NULL,NULL
583,114.3748898,30.4822262,1,2,2,5,1,229,0,NULL,NULL
584,114.4601168,30.44232297,2,2,0,4,1,229,1200,NULL,NULL
585,114.3663287,30.39009137,0,2,0,4,0,898,0,NULL,NULL
586,100.216174,25.61086787,0,2,0,0,1,0,0,NULL,NULL
587,114.40932,30.3884291,3,2,2,5,1,229,0,NULL,NULL
588,114.4213499,30.40099565,0,2,0,3,0,0,0,NULL,NULL
589,114.4531851,30.42567397,0,2,0,2,1,229,0,NULL,NULL
590,114.4785324,30.43299934,0,2,0,2,0,0,0,NULL,NULL
591,114.4211951,30.41870486,0,2,0,2,0,0,0,NULL,NULL
592,114.4264012,30.42340909,0,2,0,5,0,0,0,NULL,NULL
593,114.3331157,30.50781677,0,2,0,3,0,0,0,NULL,NULL
594,114.3231331,30.50600931,0,2,0,3,0,0,0,NULL,NULL
595,114.3971661,30.45960708,2,2,0,3,1,229,1650,NULL,NULL
596,100.2142918,26.88562449,0,2,0,0,1,0,0,NULL,NULL
597,100.2156184,26.89084703,0,2,0,0,1,0,0,NULL,NULL
599,100.2235186,26.88829574,0,2,0,0,1,0,0,NULL,NULL
600,114.4721271,30.47966048,0,2,0,5,1,229,0,NULL,NULL
601,100.2282441,26.88165996,0,2,0,0,1,0,0,NULL,NULL
602,114.4571059,30.47875325,0,2,0,5,1,229,0,NULL,NULL
603,100.2258167,26.89394763,0,2,0,0,1,0,0,NULL,NULL
605,114.394617,30.51776078,2,2,0,4,1,229,1800,NULL,NULL
606,114.4017698,30.52994035,0,2,0,3,0,965,0,NULL,NULL
607,114.3877352,30.53309757,2,2,0,3,0,229,900,NULL,NULL
608,114.3212314,30.53837874,2,2,0,5,1,229,3000,NULL,NULL
609,114.3601672,30.53223599,0,2,0,3,0,0,0,NULL,NULL
610,114.3076559,30.49270145,0,2,0,3,0,0,0,NULL,NULL
611,114.3083237,30.49444072,2,2,0,6,1,229,3000,NULL,NULL
612,114.4195736,30.46255587,0,0,0,3,0,0,0,NULL,NULL
613,114.4725152,30.48361847,0,2,0,6,1,229,0,NULL,NULL
614,114.4722156,30.48899013,0,2,0,5,0,602,0,NULL,NULL
615,114.4645117,30.48702876,0,2,0,3,0,789,0,NULL,NULL
616,114.4660993,30.48547141,0,2,0,3,1,229,0,NULL,NULL
617,114.4701288,30.48194831,0,2,0,5,1,229,0,NULL,NULL
618,114.4688871,30.48478812,0,2,0,3,1,229,0,NULL,NULL
619,114.4614445,30.48610307,0,2,0,3,1,229,0,NULL,NULL
620,103.9852553,30.82006785,0,1,0,0,1,0,0,NULL,NULL
623,103.9646616,30.76082128,0,0,0,0,1,0,0,NULL,NULL
625,103.980589,30.82081124,0,2,0,5,0,0,0,NULL,NULL
626,103.9504002,30.7926118,0,2,0,20,1,0,0,NULL,NULL
627,103.9348481,30.77839538,0,2,0,0,0,0,0,NULL,NULL
628,103.9262317,30.74392989,0,2,0,0,0,0,0,NULL,NULL
629,103.9686787,30.73456385,0,2,0,0,0,0,0,NULL,NULL
630,103.9482727,30.77199815,0,2,0,0,0,0,0,NULL,NULL
631,103.9790655,30.75099146,0,2,0,0,0,0,0,NULL,NULL
633,103.9231847,30.77937515,0,2,0,0,0,0,0,NULL,NULL
634,103.9204287,30.79420907,0,2,0,0,0,0,0,NULL,NULL
635,103.9391526,30.79161032,0,2,0,0,0,0,0,NULL,NULL
638,103.9545709,30.74089015,0,2,0,0,0,0,0,NULL,NULL
639,103.9525815,30.78822733,0,2,0,5,0,0,0,NULL,NULL
640,103.9455761,30.78169458,0,2,0,0,0,0,0,NULL,NULL
642,103.9375748,30.7727719,0,2,0,0,0,0,0,NULL,NULL
643,103.9767159,30.81723641,0,2,0,0,0,0,0,NULL,NULL
644,103.9619031,30.76525707,0,2,0,0,0,0,0,NULL,NULL
647,103.9913241,30.81992766,0,2,0,0,0,0,0,NULL,NULL
648,103.9779541,30.75867577,0,2,0,0,0,0,0,NULL,NULL
649,103.9765905,30.76668657,0,2,0,4,0,0,0,NULL,NULL
653,103.9646053,30.77336096,0,2,0,0,0,0,0,NULL,NULL
654,103.9380705,30.77668902,0,2,0,0,0,0,0,NULL,NULL
655,103.9805516,30.74064832,0,2,0,0,0,0,0,NULL,NULL
656,103.9744417,30.74962439,0,2,0,0,0,0,0,NULL,NULL
657,100.2114622,26.9143591,0,2,0,0,1,0,0,NULL,NULL
658,100.2202667,26.86762251,0,2,0,0,1,0,0,NULL,NULL
659,100.2166336,26.89489039,0,2,0,0,1,0,0,NULL,NULL
660,100.2234442,26.90031226,0,2,0,0,1,0,0,NULL,NULL
661,100.2159415,26.90564539,0,2,0,0,1,0,0,NULL,NULL
662,100.2139096,26.91309042,0,2,0,0,1,0,0,NULL,NULL
663,100.2205648,26.91474347,0,2,0,0,1,0,0,NULL,NULL
664,100.2462096,26.87277829,0,2,0,0,1,0,0,NULL,NULL
665,100.2426821,26.87140099,0,2,0,0,1,0,0,NULL,NULL
666,100.229238,26.87776644,0,2,0,0,1,0,0,NULL,NULL
667,114.4041397,30.40292604,0,2,0,3,0,0,0,NULL,NULL
668,114.4058971,30.42792043,3,2,2,2,1,229,0,NULL,NULL
670,118.6415195,24.73890516,0,2,0,0,1,0,0,NULL,NULL
671,118.641853,24.73782267,0,2,0,0,1,0,0,NULL,NULL
672,118.6416543,24.73772401,0,2,0,0,1,0,0,NULL,NULL
673,118.64743,24.73468534,0,2,0,0,1,0,0,NULL,NULL
674,118.6145196,24.71851537,0,2,0,0,1,0,0,NULL,NULL
675,118.6124882,24.72049995,0,2,0,0,1,0,0,NULL,NULL
676,118.6136031,24.72326189,0,2,0,0,1,0,0,NULL,NULL
677,118.6085451,24.71834988,0,2,0,0,1,0,0,NULL,NULL
678,118.6126058,24.72488061,0,2,0,0,1,0,0,NULL,NULL
679,118.6107326,24.71966332,0,2,0,0,1,0,0,NULL,NULL
680,118.6360387,24.75462976,0,2,0,0,1,0,0,NULL,NULL
681,114.3450406,30.51789015,0,2,500,3,0,0,0,NULL,NULL
682,118.5688468,24.82433845,0,2,0,0,1,0,0,NULL,NULL
683,118.5806802,24.81808697,0,2,0,0,1,0,0,NULL,NULL
684,118.5809164,24.81826309,0,2,0,0,1,0,0,NULL,NULL
685,118.5797135,24.81892431,0,2,0,0,1,0,0,NULL,NULL
686,114.3677522,30.41716932,0,2,0,5,0,789,0,NULL,NULL
687,118.5796498,24.81337888,0,2,0,0,1,0,0,NULL,NULL
688,118.5650317,24.8046591,0,2,0,0,1,0,0,NULL,NULL
689,118.5708172,24.79538461,0,2,0,0,1,0,0,NULL,NULL
690,118.5632957,24.78059621,0,2,0,0,1,0,0,NULL,NULL
691,118.5614778,24.78040173,0,2,0,0,1,0,0,NULL,NULL
692,118.5944774,24.81848045,0,2,0,0,1,0,0,NULL,NULL
693,118.5850596,24.82317644,0,2,0,0,1,0,0,NULL,NULL
694,118.5804599,24.82100852,0,2,0,0,1,0,0,NULL,NULL
695,118.560841,24.79092183,0,2,0,0,1,0,0,NULL,NULL
696,118.5609156,24.78381161,0,2,0,0,1,0,0,NULL,NULL
697,118.5684431,24.79699893,0,2,0,0,1,0,0,NULL,NULL
698,114.472517,30.48574589,0,2,0,4,1,229,0,NULL,NULL
699,114.3340657,30.54771718,0,2,350,3,0,965,0,NULL,NULL
700,114.334178,30.55367992,0,2,0,3,0,0,0,NULL,NULL
701,114.3101433,30.52556292,0,2,0,3,0,965,0,NULL,NULL
702,114.2964527,30.52889005,2,2,0,3,1,229,1200,NULL,NULL
703,103.9758714,30.82691954,0,2,0,20,1,0,0,NULL,NULL
704,114.3143003,30.53046855,2,2,0,3,0,229,1950,NULL,NULL
705,114.3043843,30.52150971,0,2,0,1,1,229,0,NULL,NULL
706,103.9538594,30.72782524,0,2,0,5,0,0,0,NULL,NULL
707,114.3525079,30.58087528,0,2,600,3,0,0,0,NULL,NULL
708,114.3386835,30.59245745,0,2,0,3,0,0,0,NULL,NULL
709,114.3323932,30.59586877,0,2,0,3,0,0,0,NULL,NULL
710,114.344058,30.58675107,0,2,0,3,0,965,0,NULL,NULL
711,114.3582118,30.60685071,0,2,360,3,0,0,0,NULL,NULL
712,114.3480449,30.60277209,0,2,0,4,1,229,0,NULL,NULL
713,114.0625355,22.6558077,0,0,0,0,0,0,0,NULL,NULL
714,114.3226599,30.57482426,2,2,0,2,1,229,1200,NULL,NULL
716,114.3036265,30.5673126,0,2,360,3,0,0,0,NULL,NULL
717,114.3065283,30.56584891,0,2,300,3,0,0,0,NULL,NULL
718,114.3075444,30.57053637,0,2,480,3,0,0,0,NULL,NULL
719,114.3033388,30.56863364,0,2,500,3,0,0,0,NULL,NULL
721,114.3580847,30.62098618,0,2,360,2,0,0,0,NULL,NULL
722,114.3573325,30.62173195,0,2,0,2,1,229,0,NULL,NULL
723,114.3562766,30.62298098,1,2,2,4,1,229,0,NULL,NULL
724,114.3550496,30.61751605,2,2,0,3,1,229,1350,NULL,NULL
725,114.3499678,30.62034286,0,2,255,3,0,0,0,NULL,NULL
726,114.3726802,30.61763986,0,2,300,3,0,965,0,NULL,NULL
727,114.3775695,30.61980065,2,2,0,3,1,229,750,NULL,NULL
728,114.400952,30.63588249,0,2,150,3,0,0,0,NULL,NULL
729,114.384781,30.61585355,0,2,300,3,0,0,0,NULL,NULL
730,114.3808358,30.62629159,0,2,500,2,0,0,0,NULL,NULL
733,103.9821422,30.82829559,0,3,0,0,1,0,0,NULL,NULL
734,103.9840895,30.8204811,0,0,0,0,1,0,0,NULL,NULL
735,114.0539113,22.64422629,0,2,0,5,1,0,0,NULL,NULL
736,114.2503003,30.58920964,0,2,300,3,0,0,0,NULL,NULL
737,114.2546916,30.58915428,0,2,0,3,0,0,0,NULL,NULL
738,114.2532574,30.58835312,2,2,0,5,1,316,2000,NULL,NULL
740,114.2559054,30.5945587,0,2,480,2,0,0,0,NULL,NULL
741,114.2564434,30.59553009,0,2,480,2,0,0,0,NULL,NULL
742,114.2670544,30.59341198,0,2,480,2,0,0,0,NULL,NULL
743,114.2609266,30.59353542,0,2,480,2,0,0,0,NULL,NULL
744,114.2612375,30.61843335,0,2,500,3,0,961,0,NULL,NULL
745,114.2681394,30.62413177,0,2,0,3,0,0,0,NULL,NULL
746,114.2573893,30.6322438,0,2,0,2,0,0,0,NULL,NULL
747,114.2714786,30.63958116,0,2,0,2,0,0,0,NULL,NULL
748,114.2766645,30.63884091,0,2,0,3,0,965,0,NULL,NULL
749,114.2510875,30.59130165,0,2,480,2,0,0,0,NULL,NULL
750,114.3248633,30.5056451,0,2,0,2,1,229,0,NULL,NULL
751,114.3278115,30.50474273,3,2,2,5,1,229,0,NULL,NULL
752,114.3341065,30.50288939,1,2,2,0,1,229,0,NULL,NULL
753,114.4225609,30.60888702,2,2,0,5,1,229,10500,NULL,NULL
754,114.3687662,30.41998159,0,2,0,0,0,0,0,NULL,NULL
755,114.3382101,30.37606649,0,2,0,6,1,229,0,NULL,NULL
756,114.2601953,30.54016105,0,2,0,3,0,0,0,NULL,NULL
757,114.2614275,30.54864442,0,2,0,3,0,0,0,NULL,NULL
758,114.246849,30.55181578,0,2,400,3,0,0,0,NULL,NULL
760,114.2428148,30.53581926,2,2,0,3,1,316,1200,NULL,NULL
761,114.2385403,30.52405749,0,2,0,2,1,316,0,NULL,NULL
762,114.2354209,30.52711066,0,2,0,2,0,602,0,NULL,NULL
763,114.2275681,30.53024691,1,2,2,5,1,316,0,NULL,NULL
764,114.2246176,30.53167047,0,2,0,3,1,316,0,NULL,NULL
765,114.2206699,30.52491852,0,2,0,3,0,0,0,NULL,NULL
766,114.2608066,30.53551321,2,2,0,3,0,970,1350,NULL,NULL
767,114.0617056,22.64791543,0,2,0,10,1,0,0,NULL,NULL
768,114.0639071,22.66173064,0,2,0,10,1,0,0,NULL,NULL
769,114.0544951,22.63658173,0,2,0,10,1,0,0,NULL,NULL
770,114.0629683,22.65470434,0,2,0,10,1,0,0,NULL,NULL
771,114.0628411,22.65840475,0,2,0,10,1,0,0,NULL,NULL
772,114.0665014,22.63307903,0,2,0,10,1,0,0,NULL,NULL
773,114.0668964,22.63087696,0,2,0,10,1,0,0,NULL,NULL
774,114.0714643,22.6639606,0,2,0,10,0,0,0,NULL,NULL
775,114.3623806,30.61590537,1,2,2,4,1,229,0,NULL,NULL
777,114.3427505,30.57926616,1,2,2,2,1,229,0,NULL,NULL
779,114.3480966,30.58268373,1,2,2,2,1,229,10,NULL,NULL
780,114.3454285,30.58094689,0,2,0,3,1,229,0,NULL,NULL
781,114.3533076,30.60685301,3,2,2,6,1,229,0,NULL,NULL
782,114.0751163,22.63557402,0,2,0,10,1,0,0,NULL,NULL
784,114.0502476,22.64479274,0,2,0,10,1,0,0,NULL,NULL
785,114.0511006,22.64384735,0,2,0,10,1,0,0,NULL,NULL
786,114.0606929,22.65672709,0,2,0,10,1,0,0,NULL,NULL
787,114.3292173,30.55020447,1,2,2,3,0,602,0,NULL,NULL
788,114.3048622,30.56062378,0,2,0,3,0,0,0,NULL,NULL
789,114.3061394,30.55949388,1,2,2,4,1,229,0,NULL,NULL
790,114.4206006,30.58534701,0,2,0,3,0,0,0,NULL,NULL
791,114.4199586,30.58406082,0,2,0,10,1,229,0,NULL,NULL
792,114.3620213,30.62375762,3,2,2,3,1,229,0,NULL,NULL
793,102.8618224,24.84747506,0,2,0,0,1,0,0,NULL,NULL
794,114.3949456,30.6151368,1,2,2,3,1,229,0,NULL,NULL
795,114.331843,30.58471007,0,2,0,2,0,0,0,NULL,NULL
796,118.6171894,24.88861185,0,0,0,0,1,0,0,NULL,NULL
797,118.6173852,24.88810673,0,2,0,0,1,0,0,NULL,NULL
798,118.6131038,24.89241597,0,2,0,0,1,0,0,NULL,NULL
799,118.6036251,24.8861758,0,2,0,0,1,0,0,NULL,NULL
800,118.5890608,24.88756651,0,0,0,0,1,0,0,NULL,NULL
801,118.635504,24.87769628,0,2,0,0,1,0,0,NULL,NULL
802,114.3930817,30.63996767,3,2,2,3,1,229,0,NULL,NULL
803,100.1676469,25.70276704,0,3,0,0,1,0,0,NULL,NULL
805,100.1673055,25.69058677,0,3,0,0,1,0,0,NULL,NULL
806,118.6019238,24.8993257,0,2,0,0,1,0,0,NULL,NULL
807,118.6573153,24.85506255,0,0,0,0,1,0,0,NULL,NULL
808,118.6754533,24.87818304,0,2,0,0,1,0,0,NULL,NULL
809,118.6499264,24.87716728,0,2,0,0,1,0,0,NULL,NULL
810,118.5642077,24.80176735,0,2,0,0,1,0,0,NULL,NULL
811,118.5883726,24.82919073,0,2,0,0,1,0,0,NULL,NULL
812,118.5783686,24.80076039,0,2,0,0,1,0,0,NULL,NULL
813,118.580168,24.80108949,0,2,0,0,1,0,0,NULL,NULL
814,118.5672026,24.8233477,0,2,0,0,1,0,0,NULL,NULL
815,118.5000106,24.82046182,0,2,0,0,1,0,0,NULL,NULL
816,118.5648228,24.79865945,0,0,0,0,1,0,0,NULL,NULL
817,118.5000437,24.82106685,0,0,0,0,1,0,0,NULL,NULL
